"","concept_code","string","string_type"
"2500",225,"Curacil","brand name"
"2501",225,"Effcil","brand name"
"2502",225,"Efudex","brand name"
"2503",225,"Efurix","brand name"
"2504",225,"Ezadex","brand name"
"2505",225,"Fauldfluor","brand name"
"2506",225,"Fivocil","brand name"
"2507",225,"Fivoflu","brand name"
"2508",225,"Flacule","brand name"
"2509",225,"Flonida","brand name"
"2510",225,"Florac","brand name"
"2511",225,"Fluhomer","brand name"
"2512",225,"Fluolex","brand name"
"2513",225,"Fluor-Uracil","brand name"
"2514",225,"Fluoro-Uracil ICN","brand name"
"2515",225,"Fluoro-Uracile ICN","brand name"
"2516",225,"Fluoroplex","brand name"
"2517",225,"Fluorouracile","brand name"
"2518",225,"Fluorouracilo","brand name"
"2519",225,"Fluorourcil","brand name"
"2520",225,"Fluoruracilo","brand name"
"2521",225,"Fluoxan","brand name"
"2522",225,"Flurablastin","brand name"
"2523",225,"Flurac","brand name"
"2524",225,"Fluracedyl","brand name"
"2525",225,"Fluracil","brand name"
"2526",225,"Fluril","brand name"
"2527",225,"Fluroblastin","brand name"
"2528",225,"Fluroblastine","brand name"
"2529",225,"Ftoruracil","brand name"
"2530",225,"Ftouracil","brand name"
"2531",225,"Haemato-FU","brand name"
"2532",225,"Ifacil","brand name"
"2533",225,"Kang Ning","brand name"
"2534",225,"Kecimeton Tatumi","brand name"
"2535",225,"Killit","brand name"
"2536",225,"Lunachol","brand name"
"2537",225,"Lunapon","brand name"
"2538",225,"Natira U","brand name"
"2539",225,"Neofluor","brand name"
"2540",225,"O Fluor","brand name"
"2541",225,"Oncofu","brand name"
"2542",225,"Onkofluor","brand name"
"2543",225,"Pentafu","brand name"
"2544",225,"Pharmauracil","brand name"
"2545",225,"Phthoruracil","brand name"
"2546",225,"Phtoruracil","brand name"
"2547",225,"Ribofluor","brand name"
"2548",225,"Rotianin","brand name"
"2549",225,"Satelol","brand name"
"2550",225,"Seco Uracil","brand name"
"2551",225,"Tecflu","brand name"
"2552",225,"Timadin","brand name"
"2553",225,"Triosules","brand name"
"2554",225,"Uflahex","brand name"
"2555",225,"Ulosagen","brand name"
"2556",225,"Ulup","brand name"
"2557",225,"Uraciflor","brand name"
"2558",225,"Utoral","brand name"
"2559",225,"Vaflu","brand name"
"2560",225,"Vafu","brand name"
"2561",226,"Fluoxymesterone","preferred name"
"2562",226,"Halotestin","brand name"
"2563",226,"Ultandren","brand name"
"2564",227,"Flutamide","preferred name"
"2565",227,"Cytomid","brand name"
"2566",227,"Euflex","brand name"
"2567",227,"Eulexin","brand name"
"2568",227,"Flutamid","brand name"
"2569",227,"Flutatec","brand name"
"2570",227,"Lutamide","brand name"
"2571",227,"Proscan","brand name"
"2572",227,"Tamid","brand name"
"2575",229,"Folinic acid","preferred name"
"2576",229,"calcium folinate","generic name"
"2577",229,"citrovorum factor","generic name"
"2578",229,"folinate calcium","generic name"
"2579",229,"folinato de calcio","generic name"
"2580",229,"leucovorin calcium","generic name"
"2581",229,"LV","generic name"
"2582",229,"sodium folinate","generic name"
"2583",229,"Antrex","brand name"
"2584",229,"Asovorin","brand name"
"2585",229,"Biovorin","brand name"
"2586",229,"Buateron","brand name"
"2587",229,"Calc Leucovorn","brand name"
"2588",229,"Calcifolin","brand name"
"2589",229,"Calcium Folinato","brand name"
"2590",229,"Calcium Folint","brand name"
"2591",229,"Calcium Leucovorin","brand name"
"2592",229,"Calcium Leucovorn","brand name"
"2593",229,"Calciumfolin","brand name"
"2594",229,"Calciumfolinat","brand name"
"2595",229,"Calcivoran","brand name"
"2596",229,"Calfolex","brand name"
"2597",229,"Calfolin","brand name"
"2598",229,"Calinat","brand name"
"2599",229,"Cehafolin","brand name"
"2600",229,"Citofolin","brand name"
"2601",229,"Claro","brand name"
"2602",229,"Cromatonbic Folinico","brand name"
"2603",229,"Dalisol","brand name"
"2604",229,"Degalin","brand name"
"2605",229,"Divifolin","brand name"
"2606",229,"Durofolin","brand name"
"2607",229,"Ecofol","brand name"
"2608",229,"Elvefocal","brand name"
"2609",229,"Emovis","brand name"
"2610",229,"Erbanfol","brand name"
"2611",229,"Estroquin","brand name"
"2612",229,"Fastovorin","brand name"
"2613",229,"Fauldleuco","brand name"
"2614",229,"Fayining","brand name"
"2615",229,"Fedolen","brand name"
"2616",229,"Ferbon","brand name"
"2617",229,"Folaren","brand name"
"2618",229,"Folaxin","brand name"
"2619",229,"Foli Cell","brand name"
"2620",229,"Foliben","brand name"
"2621",229,"Folidan","brand name"
"2622",229,"Folidar","brand name"
"2623",229,"Foliment","brand name"
"2624",229,"Folinac","brand name"
"2625",229,"Folinato","brand name"
"2626",229,"Folinfabra","brand name"
"2627",229,"Folinoral","brand name"
"2628",229,"Folinoxan","brand name"
"2629",229,"Folinvit","brand name"
"2630",229,"Foliplus","brand name"
"2631",229,"Folmigor","brand name"
"2632",229,"Ifavor","brand name"
"2633",229,"Isovorin","brand name"
"2634",229,"Kalciumfolinat Perivita","brand name"
"2635",229,"Kalsiumfolinat","brand name"
"2636",229,"Kunyrin","brand name"
"2637",229,"Lederfolat","brand name"
"2638",229,"Lederfolin","brand name"
"2639",229,"Lederfoline","brand name"
"2640",229,"Ledervorin","brand name"
"2641",229,"Legifol","brand name"
"2642",229,"Leucocalcin","brand name"
"2643",229,"Leuconolver","brand name"
"2644",229,"Leucosar","brand name"
"2645",229,"Leucovorin","brand name"
"2646",229,"Leucovorina","brand name"
"2647",229,"Leucovorine","brand name"
"2648",229,"Leukovorin","brand name"
"2649",229,"Lovorin","brand name"
"2650",229,"Medicofolin","brand name"
"2651",229,"Medifolin","brand name"
"2652",229,"Medsavorina","brand name"
"2653",229,"Neofolin","brand name"
"2654",229,"Nyrin","brand name"
"2655",229,"O Folin","brand name"
"2656",229,"Osfolate","brand name"
"2657",229,"Osfolato","brand name"
"2658",229,"Perfolate","brand name"
"2659",229,"Prefolic","brand name"
"2660",229,"Prevax","brand name"
"2661",229,"Recovorin","brand name"
"2662",229,"Reotan","brand name"
"2663",229,"Rescuvolin","brand name"
"2664",229,"Resfolin","brand name"
"2665",229,"Ribofolin","brand name"
"2666",229,"Rontafor","brand name"
"2667",229,"Sanifolin","brand name"
"2668",229,"Tecnovorin","brand name"
"2669",229,"Tonofolin","brand name"
"2670",229,"Veravorin","brand name"
"2671",229,"Vorina","brand name"
"2672",229,"Wellcovorin","brand name"
"2673",229,"Zyofolin","brand name"
"2674",229,"Zytofolin","brand name"
"2678",231,"Formestane","preferred name"
"2679",231,"Lentaron","brand name"
"2680",232,"Forodesine","preferred name"
"2681",232,"immucillin H","generic name"
"2682",232,"BCX-1777","code name"
"2683",232,"Fodosine","brand name"
"2684",232,"Mundesine","brand name"
"2689",234,"Fostamatinib","preferred name"
"2690",234,"R788","code name"
"2691",234,"R935788","code name"
"2692",234,"Tavalisse","brand name"
"2693",234,"Tavlesse","brand name"
"2694",235,"Fotemustine","preferred name"
"2695",235,"Muphoran","brand name"
"2696",235,"Mustophoran","brand name"
"2699",237,"Fulvestrant","preferred name"
"2700",237,"ICI 182780","code name"
"2701",237,"ZD9238","code name"
"2702",237,"Faslodex","brand name"
"2703",237,"Fasnorm","brand name"
"2704",237,"Fulvenat","brand name"
"2705",237,"Fulvidax","brand name"
"2706",237,"Fuvestrol","brand name"
"2714",240,"Ganetespib","preferred name"
"2715",240,"STA-9090","code name"
"2718",242,"Gefitinib","preferred name"
"2719",242,"ZD1839","code name"
"2720",242,"Cangib","brand name"
"2721",242,"Denrit","brand name"
"2722",242,"Geffy","brand name"
"2723",242,"Gefitec","brand name"
"2724",242,"Gefitero","brand name"
"2725",242,"Gefonib","brand name"
"2726",242,"Geftib","brand name"
"2727",242,"Geftican","brand name"
"2728",242,"Gefticip","brand name"
"2729",242,"Geftilon","brand name"
"2730",242,"Geftinat","brand name"
"2731",242,"Geftiwel","brand name"
"2732",242,"Iressa","brand name"
"2733",242,"KabiGef","brand name"
"2734",243,"Gemcitabine","preferred name"
"2735",243,"difluorodeoxycytidine hydrochloride","generic name"
"2736",243,"gemcitabine hydrochloride","generic name"
"2737",243,"LY-188011","code name"
"2738",243,"Gemcite","brand name"
"2739",243,"Gemzar","brand name"
"2740",243,"Infugem","brand name"
"2741",244,"Gemtuzumab ozogamicin","preferred name"
"2742",244,"Mylotarg","brand name"
"2743",245,"Gilteritinib","preferred name"
"2744",245,"ASP2215","code name"
"2745",245,"Xospata","brand name"
"2746",246,"Glasdegib","preferred name"
"2747",246,"PF-04449913","code name"
"2748",246,"Daurismo","brand name"
"2752",248,"Goserelin","preferred name"
"2753",248,"goserelin acetate","generic name"
"2754",248,"Novgos","brand name"
"2755",248,"Zoladex","brand name"
"2790",256,"Histrelin","preferred name"
"2791",256,"histrelin acetate","generic name"
"2792",256,"Supprelin","brand name"
"2793",256,"Vantas","brand name"
"2797",258,"Hydrocortisone","preferred name"
"2798",258,"hydrocortisone sodium phosphate","generic name"
"2799",258,"hydrocortisone sodium succinate","generic name"
"2800",258,"Cortef","brand name"
"2801",259,"Hydroxyurea","preferred name"
"2802",259,"dhnp","generic name"
"2803",259,"hidroxiurea","generic name"
"2804",259,"hydroxycarbam","generic name"
"2805",259,"hydroxycarbamid","generic name"
"2806",259,"hydroxycarbamide","generic name"
"2807",259,"Biosupressin","brand name"
"2808",259,"Cytodrox","brand name"
"2809",259,"Droxia","brand name"
"2810",259,"Droxiurea","brand name"
"2811",259,"Durea","brand name"
"2812",259,"Hidrea","brand name"
"2813",259,"Hondrea","brand name"
"2814",259,"Hydab","brand name"
"2815",259,"Hydrea","brand name"
"2816",259,"Hydrine","brand name"
"2817",259,"Hydrourea","brand name"
"2818",259,"Hytas","brand name"
"2819",259,"Litalir","brand name"
"2820",259,"Myelostat","brand name"
"2821",259,"Mylocel","brand name"
"2822",259,"Neodrea","brand name"
"2823",259,"Onco Carbide","brand name"
"2824",259,"Siklos","brand name"
"2825",259,"Syrea","brand name"
"2826",259,"Ureax","brand name"
"2827",259,"Xromi","brand name"
"2839",262,"Ibritumomab tiuxetan","preferred name"
"2840",262,"Zevalin","brand name"
"2841",263,"Ibrutinib","preferred name"
"2842",263,"CRA-032765","code name"
"2843",263,"PCI-32765","code name"
"2844",263,"Ibrunib","brand name"
"2845",263,"Ibrutix","brand name"
"2846",263,"Imbruvica","brand name"
"2847",263,"Lucibru","brand name"
"2848",264,"Icotinib","preferred name"
"2849",264,"BPI-2009H","code name"
"2850",264,"Conmana","brand name"
"2851",265,"Idarubicin","preferred name"
"2852",265,"idarubicin comp","generic name"
"2853",265,"idarubicin hydrochloride","generic name"
"2854",265,"Idamycin","brand name"
"2855",265,"Idaru","brand name"
"2856",265,"Ondarubin","brand name"
"2857",265,"Zavedos","brand name"
"2858",265,"Zavedose","brand name"
"2862",267,"Idelalisib","preferred name"
"2863",267,"CAL-101","code name"
"2864",267,"GS 1101","code name"
"2865",267,"GS-1101","code name"
"2866",267,"Zydelig","brand name"
"2867",268,"Ifosfamide","preferred name"
"2868",268,"Alquimid","brand name"
"2869",268,"Duvaxan","brand name"
"2870",268,"Fentul","brand name"
"2871",268,"Fosfidex","brand name"
"2872",268,"Haloxan","brand name"
"2873",268,"Holoxan","brand name"
"2874",268,"Holoxane","brand name"
"2875",268,"Ifex","brand name"
"2876",268,"IFO Cell","brand name"
"2877",268,"Ifocris","brand name"
"2878",268,"Ifolem","brand name"
"2879",268,"Ifomida","brand name"
"2880",268,"Ifomide","brand name"
"2881",268,"Ifos","brand name"
"2882",268,"Ifosfamida","brand name"
"2883",268,"Ifoxan","brand name"
"2884",268,"IFX","brand name"
"2885",268,"Ipamide","brand name"
"2886",268,"Isophosphamide","brand name"
"2887",268,"Isoxan","brand name"
"2888",268,"Macdafen","brand name"
"2889",268,"Mitoxana","brand name"
"2890",268,"Tronoxal","brand name"
"2891",269,"Imatinib","preferred name"
"2892",269,"imatinib mesilate","generic name"
"2893",269,"imatinib mesylate","generic name"
"2894",269,"CGP 57148","code name"
"2895",269,"CGP57148B","code name"
"2896",269,"STI-571","code name"
"2897",269,"Enliven","brand name"
"2898",269,"Gleevac","brand name"
"2899",269,"Gleevec","brand name"
"2900",269,"Glivec","brand name"
"2901",269,"Imalek","brand name"
"2902",269,"Imatib","brand name"
"2903",269,"Temsan","brand name"
"2904",269,"Veenat","brand name"
"2917",272,"Infigratinib","preferred name"
"2918",272,"BGJ398","code name"
"2919",272,"Truseltiq","brand name"
"2920",273,"Inotuzumab ozogamicin","preferred name"
"2921",273,"CMC-544","code name"
"2922",273,"Besponsa","brand name"
"2923",274,"Interferon alfa-2a","preferred name"
"2924",274,"Laroferon","brand name"
"2925",274,"Roferon-A","brand name"
"2926",275,"Interferon alfa-2b","preferred name"
"2927",275,"Advaferon","brand name"
"2928",275,"Alfaferone","brand name"
"2929",275,"Biogamma","brand name"
"2930",275,"Canferon A","brand name"
"2931",275,"Cytoferon","brand name"
"2932",275,"Egiferon","brand name"
"2933",275,"Feron","brand name"
"2934",275,"Fiblaferon","brand name"
"2935",275,"Finnferon-Alpha","brand name"
"2936",275,"Frone","brand name"
"2937",275,"Heberon Alfa R","brand name"
"2938",275,"Humoferon","brand name"
"2939",275,"IFN Alpha","brand name"
"2940",275,"Imufor","brand name"
"2941",275,"Imukin","brand name"
"2942",275,"INF","brand name"
"2943",275,"Inferax","brand name"
"2944",275,"Infergen","brand name"
"2945",275,"Inmutag","brand name"
"2946",275,"Interfero","brand name"
"2947",275,"Interferon Alfanative","brand name"
"2948",275,"Interferon Human","brand name"
"2949",275,"Interferon Leucocyticum","brand name"
"2950",275,"Interferon Lymphoblastoid","brand name"
"2951",275,"Interferonum Leucocyticum","brand name"
"2952",275,"Intron-A","brand name"
"2953",275,"IntronA","brand name"
"2954",275,"Multiferon","brand name"
"2955",275,"Namalvin","brand name"
"2956",275,"OIF","brand name"
"2957",275,"Polyferon","brand name"
"2958",275,"Realdiron","brand name"
"2959",275,"Roceron-A","brand name"
"2960",275,"Sumiferon","brand name"
"2961",276,"Interferon gamma-1b","preferred name"
"2962",276,"Actimmune","brand name"
"2967",279,"Ipilimumab","preferred name"
"2968",279,"BMS-734016","code name"
"2969",279,"MDX-010","code name"
"2970",279,"Yervoy","brand name"
"2971",280,"Irinotecan","preferred name"
"2972",280,"Camptothecin-11","generic name"
"2973",280,"CPT-11","code name"
"2974",280,"U-101440E","code name"
"2975",280,"Axinotecan","brand name"
"2976",280,"Biotecan","brand name"
"2977",280,"Biskam","brand name"
"2978",280,"Campostar","brand name"
"2979",280,"Campto","brand name"
"2980",280,"Camptosar","brand name"
"2981",280,"Elinatecan","brand name"
"2982",280,"Faultenocan","brand name"
"2983",280,"Irenax","brand name"
"2984",280,"Irinogen","brand name"
"2985",280,"Irinomedac","brand name"
"2986",280,"Irinotel","brand name"
"2987",280,"Irinotesin","brand name"
"2988",280,"Irnocam","brand name"
"2989",280,"Itoxaril","brand name"
"2990",280,"Linatecan","brand name"
"2991",280,"Satigene","brand name"
"2992",280,"Tecnotecan","brand name"
"2993",280,"Tekamen","brand name"
"2994",280,"Toptecin","brand name"
"2995",280,"Trinotecan","brand name"
"2996",280,"Winol","brand name"
"2997",281,"Irinotecan liposome","preferred name"
"2998",281,"MM-398","code name"
"2999",281,"MM398","code name"
"3000",281,"PEP-02","code name"
"3001",281,"PEP02","code name"
"3002",281,"Onivyde","brand name"
"3003",281,"Onivyde pegylated liposomal","brand name"
"3015",284,"Isatuximab","preferred name"
"3016",284,"isatuximab-irfc","generic name"
"3017",284,"SAR-650984","code name"
"3018",284,"Sarclisa","brand name"
"3019",285,"Isotretinoin","preferred name"
"3020",285,"13-cis-retinoic acid","generic name"
"3021",285,"13-cis-vitamin A acid","generic name"
"3022",285,"13-CRA","generic name"
"3023",285,"cis-retinoic acid","generic name"
"3024",285,"isotretinoinum","generic name"
"3025",285,"neovitamin A","generic name"
"3026",285,"Ro 4-3780","code name"
"3027",285,"Absorica","brand name"
"3028",285,"Accure","brand name"
"3029",285,"Accutane","brand name"
"3030",285,"Amnesteem","brand name"
"3031",285,"Cistane","brand name"
"3032",285,"Claravis","brand name"
"3033",285,"Isotrex","brand name"
"3034",285,"Isotrexin","brand name"
"3035",285,"Myorisan","brand name"
"3036",285,"Oratane","brand name"
"3037",285,"Roaccutan","brand name"
"3038",285,"Roaccutane","brand name"
"3039",285,"Roacutan","brand name"
"3040",285,"Sotret","brand name"
"3041",285,"Zenatane","brand name"
"3044",287,"Ivosidenib","preferred name"
"3045",287,"AG-120","code name"
"3046",287,"Tibsovo","brand name"
"3047",288,"Ixabepilone","preferred name"
"3048",288,"azaepothilone B","generic name"
"3049",288,"epothilone B lactam","generic name"
"3050",288,"BMS-247550","code name"
"3051",288,"Ixempra","brand name"
"3052",289,"Ixazomib","preferred name"
"3053",289,"MLN2238","code name"
"3054",289,"MLN9708","code name"
"3055",289,"Ninlaro","brand name"
"3056",290,"Ketoconazole","preferred name"
"3057",290,"Nizoral","brand name"
"3063",294,"Lanreotide","preferred name"
"3064",294,"lanreotide acetate","generic name"
"3065",294,"Ipstyl","brand name"
"3066",294,"Lanreotide Autogel","brand name"
"3067",294,"Somatuline","brand name"
"3068",294,"Somatuline Autogel","brand name"
"3069",294,"Somatuline Depot","brand name"
"3070",294,"Somatuline LA","brand name"
"3071",294,"Somatuline LP","brand name"
"3072",294,"Somatuline PR","brand name"
"3073",295,"Lansoprazole","preferred name"
"3074",295,"Prevacid","brand name"
"3075",296,"Lapatinib","preferred name"
"3076",296,"GW572016","code name"
"3077",296,"Abnib","brand name"
"3078",296,"Combinib","brand name"
"3079",296,"Etibo","brand name"
"3080",296,"Herduo","brand name"
"3081",296,"Herlapsa","brand name"
"3082",296,"Hertab","brand name"
"3083",296,"Lapanix","brand name"
"3084",296,"Lapatem","brand name"
"3085",296,"Tykerb","brand name"
"3086",296,"Tyverb","brand name"
"3089",298,"Larotrectinib","preferred name"
"3090",298,"LOXO-101","code name"
"3091",298,"Vitrakvi","brand name"
"3092",299,"Lenalidomide","preferred name"
"3093",299,"CC-5013","code name"
"3094",299,"IMiD-1","code name"
"3095",299,"NSC-703813","code name"
"3096",299,"Adlinod","brand name"
"3097",299,"Immunomide","brand name"
"3098",299,"Kabillon","brand name"
"3099",299,"Lenalid","brand name"
"3100",299,"Lenalidomid","brand name"
"3101",299,"Lenangio","brand name"
"3102",299,"Lenmid","brand name"
"3103",299,"Lenome","brand name"
"3104",299,"Lenomust","brand name"
"3105",299,"Lenzest","brand name"
"3106",299,"Lidmed","brand name"
"3107",299,"Linamide","brand name"
"3108",299,"Lynide","brand name"
"3109",299,"MyeloSar","brand name"
"3110",299,"Revlimid","brand name"
"3111",300,"Lenograstim","preferred name"
"3112",300,"Granocyte","brand name"
"3113",300,"Neutrogin","brand name"
"3114",301,"Lenvatinib","preferred name"
"3115",301,"E7080","code name"
"3116",301,"Kisplyx","brand name"
"3117",301,"Lenvima","brand name"
"3122",304,"Letrozole","preferred name"
"3123",304,"CGS 20267","code name"
"3124",304,"Femara","brand name"
"3125",304,"Fempro","brand name"
"3126",304,"Gynotril","brand name"
"3127",304,"Latrotal","brand name"
"3128",304,"Lerozol","brand name"
"3129",304,"Letoval","brand name"
"3130",304,"Letpro","brand name"
"3131",304,"Letromina","brand name"
"3132",304,"Letroplex","brand name"
"3133",304,"Letroz","brand name"
"3134",304,"Letrozol","brand name"
"3135",304,"Lexel","brand name"
"3136",304,"Lezole","brand name"
"3137",305,"Leuprolide","preferred name"
"3138",305,"leuprolide acetate","generic name"
"3139",305,"leuprorelin","generic name"
"3140",305,"leuprorelin acetate","generic name"
"3141",305,"A-43818","code name"
"3142",305,"TAP-144","code name"
"3143",305,"Camcevi","brand name"
"3144",305,"Carcinil","brand name"
"3145",305,"Depo-Eligard","brand name"
"3146",305,"Eligard","brand name"
"3147",305,"Enanton","brand name"
"3148",305,"Enantone","brand name"
"3149",305,"Enantone-Gyn","brand name"
"3150",305,"Ginecrin","brand name"
"3151",305,"Leuplin","brand name"
"3152",305,"Leupromer","brand name"
"3153",305,"Leuprorelin","brand name"
"3154",305,"Leuren","brand name"
"3155",305,"Lorelin Depot","brand name"
"3156",305,"Lucrin","brand name"
"3157",305,"Lucrin Depot","brand name"
"3158",305,"Lupard Depot","brand name"
"3159",305,"Lupoide Depot","brand name"
"3160",305,"Lupride Depot","brand name"
"3161",305,"Luprodex Depot","brand name"
"3162",305,"Lupron","brand name"
"3163",305,"Lupron Depot","brand name"
"3164",305,"Procren","brand name"
"3165",305,"Procrin","brand name"
"3166",305,"Prostap","brand name"
"3167",305,"Trenantone","brand name"
"3168",305,"Uno-Enantone","brand name"
"3169",305,"Valeuprox","brand name"
"3170",305,"Viadur","brand name"
"3171",306,"Levamisole","preferred name"
"3172",306,"Ergamisol","brand name"
"3175",308,"Levoleucovorin","preferred name"
"3176",308,"levoleucovorin calcium","generic name"
"3177",308,"Fusilev","brand name"
"3183",311,"Lomustine","preferred name"
"3184",311,"CCNU","generic name"
"3185",311,"CeeNu","brand name"
"3186",311,"Gleostine","brand name"
"3191",314,"Lorlatinib","preferred name"
"3192",314,"PF-06463922","code name"
"3193",314,"Lorbrena","brand name"
"3194",314,"Lorviqua","brand name"
"3198",316,"Lutetium Lu 177 dotatate","preferred name"
"3199",316,"Lutathera","brand name"
"3201",318,"Tafasitamab","preferred name"
"3202",318,"tafasitamab-cxix","generic name"
"3203",318,"MOR00208","code name"
"3204",318,"MOR208","code name"
"3205",318,"XmAb5574","code name"
"3206",318,"Minjuvi","brand name"
"3207",318,"Monjuvi","brand name"
"3213",322,"Mechlorethamine","preferred name"
"3214",322,"chlormethine","generic name"
"3215",322,"nitrogen mustard","generic name"
"3216",322,"Ledaga","brand name"
"3217",322,"Mustargen","brand name"
"3218",322,"Mustine","brand name"
"3219",323,"Medroxyprogesterone","preferred name"
"3220",323,"medroxyprogesterone acetate","generic name"
"3221",323,"MPA","generic name"
"3222",323,"Depo-Provera","brand name"
"3223",323,"Provera","brand name"
"3224",324,"Megestrol","preferred name"
"3225",324,"megestrol acetate","generic name"
"3226",324,"SC10363","code name"
"3227",324,"Maygace","brand name"
"3228",324,"Megace","brand name"
"3229",324,"Megestat","brand name"
"3230",324,"Megestil","brand name"
"3231",324,"Niagestin","brand name"
"3232",324,"Ovaban","brand name"
"3233",324,"Pallace","brand name"
"3234",325,"Melphalan","preferred name"
"3235",325,"L-PAM","generic name"
"3236",325,"L-Sacrolysin","generic name"
"3237",325,"L-Sarcolysin","generic name"
"3238",325,"MPL","generic name"
"3239",325,"phenylalanine mustard","generic name"
"3240",325,"Alkeran","brand name"
"3241",325,"Alkerana","brand name"
"3242",325,"Evomela","brand name"
"3243",325,"Levofolan","brand name"
"3244",325,"Melfalan","brand name"
"3245",325,"Phelinun","brand name"
"3249",327,"Mercaptopurine","preferred name"
"3250",327,"6-Mercaptopurine","generic name"
"3251",327,"6-MP","generic name"
"3252",327,"Purinethol","brand name"
"3253",327,"Purixan (oral suspension formulation)","brand name"
"3254",328,"Mesna","preferred name"
"3255",328,"Anti Uron","brand name"
"3256",328,"Mesa","brand name"
"3257",328,"Mesnex","brand name"
"3258",328,"Mesnil","brand name"
"3259",328,"Mestian","brand name"
"3260",328,"Mistabron","brand name"
"3261",328,"Mistabronco","brand name"
"3262",328,"Mitexan","brand name"
"3263",328,"Mucolene","brand name"
"3264",328,"Neper","brand name"
"3265",328,"Novacarel","brand name"
"3266",328,"Siruta","brand name"
"3267",328,"Uromes","brand name"
"3268",328,"Uromitexan","brand name"
"3269",328,"Uroprot","brand name"
"3270",328,"Varimesna","brand name"
"3271",329,"Methotrexate","preferred name"
"3272",329,"amethopterin","generic name"
"3273",329,"MTX","generic name"
"3274",329,"Abitrexate","brand name"
"3275",329,"Alltrex","brand name"
"3276",329,"Antifolan","brand name"
"3277",329,"Artrait","brand name"
"3278",329,"Biometrox","brand name"
"3279",329,"Biotrexate","brand name"
"3280",329,"Caditrex","brand name"
"3281",329,"Cytotrexate","brand name"
"3282",329,"Ebetrexat","brand name"
"3283",329,"Emthexat","brand name"
"3284",329,"Emthexate","brand name"
"3285",329,"Ervemin","brand name"
"3286",329,"Farmitrexat","brand name"
"3287",329,"Fauldmetro","brand name"
"3288",329,"Folex PFS","brand name"
"3289",329,"Folitrax","brand name"
"3290",329,"Hextrate","brand name"
"3291",329,"Ifamet","brand name"
"3292",329,"Imutrex","brand name"
"3293",329,"Jylamvo","brand name"
"3294",329,"Ledertrexate","brand name"
"3295",329,"Ledertrexato","brand name"
"3296",329,"Lumexon","brand name"
"3297",329,"Matrex","brand name"
"3298",329,"Maxtrex","brand name"
"3299",329,"Medsatrexate","brand name"
"3300",329,"Merex","brand name"
"3301",329,"Metex","brand name"
"3302",329,"Methobax","brand name"
"3303",329,"Methoblastin","brand name"
"3304",329,"Methorex","brand name"
"3305",329,"Methotrexaat","brand name"
"3306",329,"Methotrexat","brand name"
"3307",329,"Methotrexato","brand name"
"3308",329,"Methotrexatum","brand name"
"3309",329,"Meticil","brand name"
"3310",329,"Metolate","brand name"
"3311",329,"Metotressato","brand name"
"3312",329,"Metotrexate","brand name"
"3313",329,"Metotrexato","brand name"
"3314",329,"Metotrexol","brand name"
"3315",329,"Metrex","brand name"
"3316",329,"Metrexan","brand name"
"3317",329,"Metrexato","brand name"
"3318",329,"Metrotex","brand name"
"3319",329,"Mexate","brand name"
"3320",329,"Miantrex CS","brand name"
"3321",329,"Neometho","brand name"
"3322",329,"Neotrexate","brand name"
"3323",329,"Nordimet","brand name"
"3324",329,"Novatrex","brand name"
"3325",329,"O Trexat","brand name"
"3326",329,"Oncotrex","brand name"
"3327",329,"Pharmatrexate","brand name"
"3328",329,"Remtrex","brand name"
"3329",329,"Reumatrex","brand name"
"3330",329,"Rextop","brand name"
"3331",329,"Rheumatrex","brand name"
"3332",329,"Tecnomet","brand name"
"3333",329,"Texate","brand name"
"3334",329,"Texorate","brand name"
"3335",329,"Tratoben","brand name"
"3336",329,"Tremetex","brand name"
"3337",329,"Trexall","brand name"
"3338",329,"Trexan","brand name"
"3339",329,"Trexeron","brand name"
"3340",329,"Trixilem","brand name"
"3341",329,"Unitrexate","brand name"
"3342",329,"Zexate","brand name"
"3343",330,"Methoxsalen","preferred name"
"3344",330,"8-MOP","generic name"
"3345",330,"methoxypsoralen","generic name"
"3346",330,"Ammoidin","brand name"
"3347",330,"Deltasoralen","brand name"
"3348",330,"Dermox","brand name"
"3349",330,"Geralen","brand name"
"3350",330,"Geroxalen","brand name"
"3351",330,"Meladinina","brand name"
"3352",330,"Meladinine","brand name"
"3353",330,"Metoxaleno","brand name"
"3354",330,"Mopsoralen","brand name"
"3355",330,"Oxsoralen","brand name"
"3356",330,"Oxsoralen-Ultra","brand name"
"3357",330,"Puvasoralen","brand name"
"3358",330,"Ultramop","brand name"
"3359",330,"Uvadex","brand name"
"3360",330,"Xanthotoxin","brand name"
"3361",331,"Methylprednisolone","preferred name"
"3362",331,"methylprednisolone acetate","generic name"
"3363",331,"methylprednisolone sodium succinate","generic name"
"3364",331,"Adlone","brand name"
"3365",331,"Advantan","brand name"
"3366",331,"Adventan","brand name"
"3367",331,"Alergolon","brand name"
"3368",331,"Amethapred","brand name"
"3369",331,"Asmacortone","brand name"
"3370",331,"Avancort","brand name"
"3371",331,"Belon","brand name"
"3372",331,"Cortesa","brand name"
"3373",331,"Cortisolona","brand name"
"3374",331,"Decacort","brand name"
"3375",331,"Depmedalone","brand name"
"3376",331,"Depo Melcort","brand name"
"3377",331,"Depo Moderin","brand name"
"3378",331,"Depo-Medrate","brand name"
"3379",331,"Depo-Medrol","brand name"
"3380",331,"Depoject","brand name"
"3381",331,"Depomedrone","brand name"
"3382",331,"Deposet","brand name"
"3383",331,"Dispred","brand name"
