drug_name,drug_type,associated with side effects_Neutral,associated with side effects_No,associated with side effects_Yes,associated with side effects_question,effective_Neutral,effective_No,effective_Yes,effective_question,likely to make me sick_Neutral,likely to make me sick_No,likely to make me sick_Yes,likely to make me sick_question,safe_Neutral,safe_No,safe_Yes,safe_question,inferred_effective,inferred_safe,inferred_associated with side effects,inferred_likely to make me sick
Imlygic,brand,1,2,3,"Is Imlygic associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Imlygic effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Imlygic likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Imlygic safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,3,3
Indicarb,brand,1,3,2,"Is Indicarb associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Indicarb effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Indicarb likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Indicarb safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,3
Infigratinib,preferred,3,1,2,"Is Infigratinib associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Infigratinib effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Infigratinib likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Infigratinib safe?
Options: 1: Yes, 2: Neutral, 3: No",2,3,2,1
Inotuzumab ozogamicin,preferred,2,1,3,"Is Inotuzumab ozogamicin associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Inotuzumab ozogamicin effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Inotuzumab ozogamicin likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Inotuzumab ozogamicin safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,3,1
Inqovi,brand,3,2,1,"Is Inqovi associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Inqovi effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Inqovi likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Inqovi safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,1,2
Inrebic,brand,2,1,3,"Is Inrebic associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Inrebic effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Inrebic likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Inrebic safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,3,1
Interferon alfa-2a,preferred,1,2,3,"Is Interferon alfa-2a associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Interferon alfa-2a effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Interferon alfa-2a likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Interferon alfa-2a safe?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,2
Interferon alfa-2b,preferred,2,1,3,"Is Interferon alfa-2b associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Interferon alfa-2b effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Interferon alfa-2b likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Interferon alfa-2b safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,3
Interferon alfa-2c,preferred,1,2,3,"Is Interferon alfa-2c associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Interferon alfa-2c effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Interferon alfa-2c likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Interferon alfa-2c safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,3,1
Interferon alfa-n1,preferred,1,2,3,"Is Interferon alfa-n1 associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Interferon alfa-n1 effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Interferon alfa-n1 likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Interferon alfa-n1 safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,3,3
Interferon gamma-1b,preferred,2,3,1,"Is Interferon gamma-1b associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Interferon gamma-1b effective?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Interferon gamma-1b likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Interferon gamma-1b safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,3
Ipilimumab,preferred,1,2,3,"Is Ipilimumab associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Ipilimumab effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Ipilimumab likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Ipilimumab safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,2
Ipstyl,brand,1,3,2,"Is Ipstyl associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Ipstyl effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Ipstyl likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Ipstyl safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,1
Irene,brand,2,1,3,"Is Irene associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Irene effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Irene likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Irene safe?
Options: 1: Yes, 2: Neutral, 3: No",1,3,3,1
Irinotecan,preferred,2,3,1,"Is Irinotecan associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Irinotecan effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Irinotecan likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Irinotecan safe?
Options: 1: No, 2: Neutral, 3: Yes",3,1,1,3
Irinotecan liposome,preferred,1,3,2,"Is Irinotecan liposome associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Irinotecan liposome effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Irinotecan liposome likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Irinotecan liposome safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,2,1
Isatuximab,preferred,2,1,3,"Is Isatuximab associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Isatuximab effective?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Isatuximab likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Isatuximab safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,3,2
Isotretinoin,preferred,3,1,2,"Is Isotretinoin associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Isotretinoin effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Isotretinoin likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Isotretinoin safe?
Options: 1: No, 2: Neutral, 3: Yes",2,1,2,3
Istodax,brand,2,3,1,"Is Istodax associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Istodax effective?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Istodax likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Istodax safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,3
Istubal,brand,3,1,2,"Is Istubal associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Istubal effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Istubal likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Istubal safe?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,3
Ivesa,brand,1,2,3,"Is Ivesa associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Ivesa effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Ivesa likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Ivesa safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,3,3
Ivosidenib,preferred,3,1,2,"Is Ivosidenib associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Ivosidenib effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Ivosidenib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Ivosidenib safe?
Options: 1: Yes, 2: No, 3: Neutral",1,1,2,2
Ixabepilone,preferred,2,3,1,"Is Ixabepilone associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Ixabepilone effective?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Ixabepilone likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Ixabepilone safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,1,3
Ixazomib,preferred,3,1,2,"Is Ixazomib associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Ixazomib effective?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Ixazomib likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Ixazomib safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,2,3
Ixempra,brand,3,1,2,"Is Ixempra associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Ixempra effective?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Ixempra likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Ixempra safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,2,2
Jakafi,brand,1,3,2,"Is Jakafi associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Jakafi effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Jakafi likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Jakafi safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,3
Javlor,brand,2,3,1,"Is Javlor associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Javlor effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Javlor likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Javlor safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,2
Jaypirca,brand,3,1,2,"Is Jaypirca associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Jaypirca effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Jaypirca likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Jaypirca safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,2,3
Jemperli,brand,2,1,3,"Is Jemperli associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Jemperli effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Jemperli likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Jemperli safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,3,1
Jeselhy,brand,1,2,3,"Is Jeselhy associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Jeselhy effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Jeselhy likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Jeselhy safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,3,2
Kadcyla,brand,2,1,3,"Is Kadcyla associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Kadcyla effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Kadcyla likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Kadcyla safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,3,1
Ketoconazole,preferred,2,1,3,"Is Ketoconazole associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Ketoconazole effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Ketoconazole likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Ketoconazole safe?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,2
Keytruda,brand,3,2,1,"Is Keytruda associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Keytruda effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Keytruda likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Keytruda safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,3
Kimmtrak,brand,2,3,1,"Is Kimmtrak associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Kimmtrak effective?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Kimmtrak likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Kimmtrak safe?
Options: 1: Yes, 2: No, 3: Neutral",1,1,1,1
Kisplyx,brand,2,3,1,"Is Kisplyx associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Kisplyx effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Kisplyx likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Kisplyx safe?
Options: 1: Yes, 2: No, 3: Neutral",1,3,1,3
Kisqali,brand,1,2,3,"Is Kisqali associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Kisqali effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Kisqali likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Kisqali safe?
Options: 1: Yes, 2: Neutral, 3: No",1,1,3,2
Kitent,brand,3,2,1,"Is Kitent associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Kitent effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Kitent likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Kitent safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,1,2
Koselugo,brand,3,1,2,"Is Koselugo associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Koselugo effective?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Koselugo likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Koselugo safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,2,1
Krazati,brand,1,2,3,"Is Krazati associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Krazati effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Krazati likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Krazati safe?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,2
Kymriah,brand,3,1,2,"Is Kymriah associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Kymriah effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Kymriah likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Kymriah safe?
Options: 1: Yes, 2: Neutral, 3: No",1,1,2,2
Lanreotide,preferred,3,2,1,"Is Lanreotide associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Lanreotide effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Lanreotide likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Lanreotide safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,1
Lanreotide LAR,preferred,1,2,3,"Is Lanreotide LAR associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Lanreotide LAR effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Lanreotide LAR likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Lanreotide LAR safe?
Options: 1: Yes, 2: No, 3: Neutral",1,1,3,1
Lansoprazole,preferred,3,1,2,"Is Lansoprazole associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Lansoprazole effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Lansoprazole likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Lansoprazole safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,2,2
Lanvis,brand,3,1,2,"Is Lanvis associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Lanvis effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Lanvis likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Lanvis safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,1
Lapatinib,preferred,1,2,3,"Is Lapatinib associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Lapatinib effective?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Lapatinib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Lapatinib safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,1
Laroferon,brand,3,2,1,"Is Laroferon associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Laroferon effective?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Laroferon likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Laroferon safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,2
Larotrectinib,preferred,1,3,2,"Is Larotrectinib associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Larotrectinib effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Larotrectinib likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Larotrectinib safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,2,3
Lartruvo,brand,2,1,3,"Is Lartruvo associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Lartruvo effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Lartruvo likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Lartruvo safe?
Options: 1: Neutral, 2: No, 3: Yes",3,2,3,3
Ledaga,brand,1,2,3,"Is Ledaga associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Ledaga effective?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Ledaga likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Ledaga safe?
Options: 1: Yes, 2: No, 3: Neutral",1,1,3,1
Lenalidomide,preferred,1,3,2,"Is Lenalidomide associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Lenalidomide effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Lenalidomide likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Lenalidomide safe?
Options: 1: Yes, 2: No, 3: Neutral",1,2,2,2
Lenograstim,preferred,2,3,1,"Is Lenograstim associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Lenograstim effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Lenograstim likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Lenograstim safe?
Options: 1: Yes, 2: Neutral, 3: No",1,1,1,3
Lentaron,brand,2,1,3,"Is Lentaron associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Lentaron effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Lentaron likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Lentaron safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,3,2
Lenvatinib,preferred,2,1,3,"Is Lenvatinib associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Lenvatinib effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Lenvatinib likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Lenvatinib safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,3,1
Letrozole,preferred,2,3,1,"Is Letrozole associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Letrozole effective?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Letrozole likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Letrozole safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,1,3
Leukine,brand,3,1,2,"Is Leukine associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Leukine effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Leukine likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Leukine safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,2,1
Leuprolide,preferred,2,1,3,"Is Leuprolide associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Leuprolide effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Leuprolide likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Leuprolide safe?
Options: 1: Yes, 2: No, 3: Neutral",1,1,3,2
Leustatin,brand,3,2,1,"Is Leustatin associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Leustatin effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Leustatin likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Leustatin safe?
Options: 1: Neutral, 2: Yes, 3: No",3,1,1,2
Levamisole,preferred,1,2,3,"Is Levamisole associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Levamisole effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Levamisole likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Levamisole safe?
Options: 1: Yes, 2: Neutral, 3: No",3,3,3,2
Levoleucovorin,preferred,3,2,1,"Is Levoleucovorin associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Levoleucovorin effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Levoleucovorin likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Levoleucovorin safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,1,1
Libtayo,brand,3,1,2,"Is Libtayo associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Libtayo effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Libtayo likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Libtayo safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,2,1
Lifileuecel,preferred,2,1,3,"Is Lifileuecel associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Lifileuecel effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Lifileuecel likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Lifileuecel safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,2
Lisocabtagene maraleucel,preferred,2,1,3,"Is Lisocabtagene maraleucel associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Lisocabtagene maraleucel effective?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Lisocabtagene maraleucel likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Lisocabtagene maraleucel safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,2
Lomustine,preferred,1,2,3,"Is Lomustine associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Lomustine effective?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Lomustine likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Lomustine safe?
Options: 1: Neutral, 2: Yes, 3: No",1,3,3,1
Loncastuximab tesirine,preferred,1,2,3,"Is Loncastuximab tesirine associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Loncastuximab tesirine effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Loncastuximab tesirine likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Loncastuximab tesirine safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,3,1
Longastatina,brand,2,3,1,"Is Longastatina associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Longastatina effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Longastatina likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Longastatina safe?
Options: 1: Yes, 2: No, 3: Neutral",1,3,1,3
Longastatina LAR,brand,2,1,3,"Is Longastatina LAR associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Longastatina LAR effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Longastatina LAR likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Longastatina LAR safe?
Options: 1: Yes, 2: Neutral, 3: No",1,1,3,2
Lonsurf,brand,3,1,2,"Is Lonsurf associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Lonsurf effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Lonsurf likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Lonsurf safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,2,1
Lorbrena,brand,3,1,2,"Is Lorbrena associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Lorbrena effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Lorbrena likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Lorbrena safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,2,1
Lorlatinib,preferred,2,1,3,"Is Lorlatinib associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Lorlatinib effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Lorlatinib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Lorlatinib safe?
Options: 1: Yes, 2: Neutral, 3: No",2,3,3,1
Lucicer,brand,2,1,3,"Is Lucicer associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Lucicer effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Lucicer likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Lucicer safe?
Options: 1: Yes, 2: No, 3: Neutral",3,2,3,3
