drug_name,drug_type,associated with side effects_Neutral,associated with side effects_No,associated with side effects_Yes,associated with side effects_question,effective_Neutral,effective_No,effective_Yes,effective_question,likely to make me sick_Neutral,likely to make me sick_No,likely to make me sick_Yes,likely to make me sick_question,safe_Neutral,safe_No,safe_Yes,safe_question,inferred_effective,inferred_safe,inferred_associated with side effects,inferred_likely to make me sick
Ipstyl,brand,3,1,2,"Is Ipstyl associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Ipstyl effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Ipstyl likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Ipstyl safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,2,3
Irene,brand,1,3,2,"Is Irene associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Irene effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Irene likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Irene safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,2,3
Irinotecan,preferred,1,2,3,"Is Irinotecan associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Irinotecan effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Irinotecan likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Irinotecan safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,3,1
Irinotecan liposome,preferred,2,3,1,"Is Irinotecan liposome associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Irinotecan liposome effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Irinotecan liposome likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Irinotecan liposome safe?
Options: 1: Yes, 2: Neutral, 3: No",1,1,1,2
Isatuximab,preferred,1,2,3,"Is Isatuximab associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Isatuximab effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Isatuximab likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Isatuximab safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,3,3
Isotretinoin,preferred,3,1,2,"Is Isotretinoin associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Isotretinoin effective?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Isotretinoin likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Isotretinoin safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,2,3
Istodax,brand,1,3,2,"Is Istodax associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Istodax effective?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Istodax likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Istodax safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,2,3
Istubal,brand,1,2,3,"Is Istubal associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Istubal effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Istubal likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Istubal safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,3,3
Ivesa,brand,1,2,3,"Is Ivesa associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Ivesa effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Ivesa likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Ivesa safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,3,2
Ivosidenib,preferred,3,1,2,"Is Ivosidenib associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Ivosidenib effective?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Ivosidenib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Ivosidenib safe?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,3
Ixabepilone,preferred,1,2,3,"Is Ixabepilone associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Ixabepilone effective?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Ixabepilone likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Ixabepilone safe?
Options: 1: Yes, 2: No, 3: Neutral",1,3,3,3
Ixazomib,preferred,1,2,3,"Is Ixazomib associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Ixazomib effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Ixazomib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Ixazomib safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,3
Ixempra,brand,3,1,2,"Is Ixempra associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Ixempra effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Ixempra likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Ixempra safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,2,1
Jakafi,brand,3,2,1,"Is Jakafi associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Jakafi effective?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Jakafi likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Jakafi safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,2
Javlor,brand,1,2,3,"Is Javlor associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Javlor effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Javlor likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Javlor safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,3,2
Jaypirca,brand,2,1,3,"Is Jaypirca associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Jaypirca effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Jaypirca likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Jaypirca safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,3
Jemperli,brand,2,3,1,"Is Jemperli associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Jemperli effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Jemperli likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Jemperli safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,3
Jeselhy,brand,1,3,2,"Is Jeselhy associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Jeselhy effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Jeselhy likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Jeselhy safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,2,2
Kadcyla,brand,2,3,1,"Is Kadcyla associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Kadcyla effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Kadcyla likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Kadcyla safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,1,2
Ketoconazole,preferred,1,3,2,"Is Ketoconazole associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Ketoconazole effective?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Ketoconazole likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Ketoconazole safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,2,3
Keytruda,brand,3,2,1,"Is Keytruda associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Keytruda effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Keytruda likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Keytruda safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,2
Kimmtrak,brand,2,3,1,"Is Kimmtrak associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Kimmtrak effective?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Kimmtrak likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Kimmtrak safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,1,3
Kisplyx,brand,2,1,3,"Is Kisplyx associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Kisplyx effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Kisplyx likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Kisplyx safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,3,3
Kisqali,brand,2,3,1,"Is Kisqali associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Kisqali effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Kisqali likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Kisqali safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,1,2
Kitent,brand,2,3,1,"Is Kitent associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Kitent effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Kitent likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Kitent safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,1,2
Koselugo,brand,1,2,3,"Is Koselugo associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Koselugo effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Koselugo likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Koselugo safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,3,2
Krazati,brand,3,1,2,"Is Krazati associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Krazati effective?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Krazati likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Krazati safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,2,3
Kymriah,brand,1,3,2,"Is Kymriah associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Kymriah effective?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Kymriah likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Kymriah safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,2,2
Lanreotide,preferred,3,2,1,"Is Lanreotide associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Lanreotide effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Lanreotide likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Lanreotide safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,1,2
Lanreotide LAR,preferred,2,1,3,"Is Lanreotide LAR associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Lanreotide LAR effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Lanreotide LAR likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Lanreotide LAR safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,3,2
Lansoprazole,preferred,2,3,1,"Is Lansoprazole associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Lansoprazole effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Lansoprazole likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Lansoprazole safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,2
Lanvis,brand,1,2,3,"Is Lanvis associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Lanvis effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Lanvis likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Lanvis safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,3,3
Lapatinib,preferred,1,2,3,"Is Lapatinib associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Lapatinib effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Lapatinib likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Lapatinib safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,3,2
Laroferon,brand,2,1,3,"Is Laroferon associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Laroferon effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Laroferon likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Laroferon safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,3,2
Larotrectinib,preferred,3,2,1,"Is Larotrectinib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Larotrectinib effective?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Larotrectinib likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Larotrectinib safe?
Options: 1: Yes, 2: Neutral, 3: No",3,1,1,2
Lartruvo,brand,1,3,2,"Is Lartruvo associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Lartruvo effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Lartruvo likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Lartruvo safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,2,3
Ledaga,brand,2,3,1,"Is Ledaga associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Ledaga effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Ledaga likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Ledaga safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,3
Lenalidomide,preferred,3,2,1,"Is Lenalidomide associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Lenalidomide effective?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Lenalidomide likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Lenalidomide safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,3
Lenograstim,preferred,1,3,2,"Is Lenograstim associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Lenograstim effective?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Lenograstim likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Lenograstim safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,2,3
Lentaron,brand,1,2,3,"Is Lentaron associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Lentaron effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Lentaron likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Lentaron safe?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,2
Lenvatinib,preferred,2,1,3,"Is Lenvatinib associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Lenvatinib effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Lenvatinib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Lenvatinib safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,3,1
Letrozole,preferred,1,3,2,"Is Letrozole associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Letrozole effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Letrozole likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Letrozole safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,2,3
Leukine,brand,3,2,1,"Is Leukine associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Leukine effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Leukine likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Leukine safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,1,2
Leuprolide,preferred,1,2,3,"Is Leuprolide associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Leuprolide effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Leuprolide likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Leuprolide safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,3,2
Leustatin,brand,1,2,3,"Is Leustatin associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Leustatin effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Leustatin likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Leustatin safe?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,3
Levamisole,preferred,1,3,2,"Is Levamisole associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Levamisole effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Levamisole likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Levamisole safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,2,2
Levoleucovorin,preferred,2,3,1,"Is Levoleucovorin associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Levoleucovorin effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Levoleucovorin likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Levoleucovorin safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,2
Libtayo,brand,1,2,3,"Is Libtayo associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Libtayo effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Libtayo likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Libtayo safe?
Options: 1: Yes, 2: No, 3: Neutral",3,3,3,2
Lifileuecel,preferred,1,3,2,"Is Lifileuecel associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Lifileuecel effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Lifileuecel likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Lifileuecel safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,2,2
Lisocabtagene maraleucel,preferred,3,2,1,"Is Lisocabtagene maraleucel associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Lisocabtagene maraleucel effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Lisocabtagene maraleucel likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Lisocabtagene maraleucel safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,1,3
Lomustine,preferred,3,2,1,"Is Lomustine associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Lomustine effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Lomustine likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Lomustine safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,1,2
Loncastuximab tesirine,preferred,3,2,1,"Is Loncastuximab tesirine associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Loncastuximab tesirine effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Loncastuximab tesirine likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Loncastuximab tesirine safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,1,2
Longastatina,brand,1,2,3,"Is Longastatina associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Longastatina effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Longastatina likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Longastatina safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,3,2
Longastatina LAR,brand,1,2,3,"Is Longastatina LAR associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Longastatina LAR effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Longastatina LAR likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Longastatina LAR safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,3,3
Lonsurf,brand,3,1,2,"Is Lonsurf associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Lonsurf effective?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Lonsurf likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Lonsurf safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,2,2
Lorbrena,brand,1,2,3,"Is Lorbrena associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Lorbrena effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Lorbrena likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Lorbrena safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,3,3
Lorlatinib,preferred,2,3,1,"Is Lorlatinib associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Lorlatinib effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Lorlatinib likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Lorlatinib safe?
Options: 1: Yes, 2: No, 3: Neutral",1,3,1,2
Lucicer,brand,1,2,3,"Is Lucicer associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Lucicer effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Lucicer likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Lucicer safe?
Options: 1: Neutral, 2: No, 3: Yes",2,2,3,3
Lumakras,brand,2,1,3,"Is Lumakras associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Lumakras effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Lumakras likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Lumakras safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,3,3
Lumoxiti,brand,1,2,3,"Is Lumoxiti associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Lumoxiti effective?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Lumoxiti likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Lumoxiti safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,3
Lunsumio,brand,1,2,3,"Is Lunsumio associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Lunsumio effective?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Lunsumio likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Lunsumio safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,3,3
Lurbinectedin,preferred,1,3,2,"Is Lurbinectedin associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Lurbinectedin effective?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Lurbinectedin likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Lurbinectedin safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,2,3
Lutathera,brand,1,2,3,"Is Lutathera associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Lutathera effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Lutathera likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Lutathera safe?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,3
Lutetium Lu 177 dotatate,preferred,2,3,1,"Is Lutetium Lu 177 dotatate associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Lutetium Lu 177 dotatate effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Lutetium Lu 177 dotatate likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Lutetium Lu 177 dotatate safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,1,2
Lynparza,brand,3,2,1,"Is Lynparza associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Lynparza effective?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Lynparza likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Lynparza safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,1,3
Lyomit,brand,3,2,1,"Is Lyomit associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Lyomit effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Lyomit likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Lyomit safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,2
Lysodren,brand,2,1,3,"Is Lysodren associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Lysodren effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Lysodren likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Lysodren safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,3,2
Lytgobi,brand,3,2,1,"Is Lytgobi associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Lytgobi effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Lytgobi likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Lytgobi safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,2,3
Macrolin,brand,3,2,1,"Is Macrolin associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Macrolin effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Macrolin likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Macrolin safe?
Options: 1: Yes, 2: No, 3: Neutral",3,3,1,2
Margenza,brand,1,2,3,"Is Margenza associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Margenza effective?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Margenza likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Margenza safe?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,3
