concept_code,string_type_preferred,Unnamed: 0_preferred,string_preferred,string_type_brand,Unnamed: 0_brand,string_brand,prompt1,prompt2,unique_id
327,preferred name,3249,Mercaptopurine,brand name,3252,Purinethol,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Purinethol and Mercaptopurine. 

    Purinethol = []
    Mercaptopurine = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Mercaptopurine and Purinethol. 

    Mercaptopurine = []
    Purinethol = []

    Only return the two Python lists with the appropriate adjectives.
    ",165
328,preferred name,3254,Mesna,brand name,3255,Anti Uron,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Anti Uron and Mesna. 

    Anti Uron = []
    Mesna = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Mesna and Anti Uron. 

    Mesna = []
    Anti Uron = []

    Only return the two Python lists with the appropriate adjectives.
    ",166
329,preferred name,3271,Methotrexate,brand name,3274,Abitrexate,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Abitrexate and Methotrexate. 

    Abitrexate = []
    Methotrexate = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Methotrexate and Abitrexate. 

    Methotrexate = []
    Abitrexate = []

    Only return the two Python lists with the appropriate adjectives.
    ",167
330,preferred name,3343,Methoxsalen,brand name,3346,Ammoidin,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Ammoidin and Methoxsalen. 

    Ammoidin = []
    Methoxsalen = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Methoxsalen and Ammoidin. 

    Methoxsalen = []
    Ammoidin = []

    Only return the two Python lists with the appropriate adjectives.
    ",168
331,preferred name,3361,Methylprednisolone,brand name,3364,Adlone,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Adlone and Methylprednisolone. 

    Adlone = []
    Methylprednisolone = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Methylprednisolone and Adlone. 

    Methylprednisolone = []
    Adlone = []

    Only return the two Python lists with the appropriate adjectives.
    ",169
333,preferred name,3476,Midostaurin,brand name,3478,Rydapt,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Rydapt and Midostaurin. 

    Rydapt = []
    Midostaurin = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Midostaurin and Rydapt. 

    Midostaurin = []
    Rydapt = []

    Only return the two Python lists with the appropriate adjectives.
    ",170
334,preferred name,3480,Mitomycin,brand name,3483,Lyomit,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Lyomit and Mitomycin. 

    Lyomit = []
    Mitomycin = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Mitomycin and Lyomit. 

    Mitomycin = []
    Lyomit = []

    Only return the two Python lists with the appropriate adjectives.
    ",171
335,preferred name,3489,Mitotane,brand name,3491,Lysodren,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Lysodren and Mitotane. 

    Lysodren = []
    Mitotane = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Mitotane and Lysodren. 

    Mitotane = []
    Lysodren = []

    Only return the two Python lists with the appropriate adjectives.
    ",172
336,preferred name,3492,Mitoxantrone,brand name,3494,Nitrol,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Nitrol and Mitoxantrone. 

    Nitrol = []
    Mitoxantrone = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Mitoxantrone and Nitrol. 

    Mitoxantrone = []
    Nitrol = []

    Only return the two Python lists with the appropriate adjectives.
    ",173
338,preferred name,3499,Mogamulizumab,brand name,3502,Poteligeo,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Poteligeo and Mogamulizumab. 

    Poteligeo = []
    Mogamulizumab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Mogamulizumab and Poteligeo. 

    Mogamulizumab = []
    Poteligeo = []

    Only return the two Python lists with the appropriate adjectives.
    ",174
342,preferred name,3514,Moxetumomab pasudotox,brand name,3518,Lumoxiti,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Lumoxiti and Moxetumomab pasudotox. 

    Lumoxiti = []
    Moxetumomab pasudotox = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Moxetumomab pasudotox and Lumoxiti. 

    Moxetumomab pasudotox = []
    Lumoxiti = []

    Only return the two Python lists with the appropriate adjectives.
    ",175
346,preferred name,3527,Nadroparin,brand name,3528,Fraxiparine,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Fraxiparine and Nadroparin. 

    Fraxiparine = []
    Nadroparin = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Nadroparin and Fraxiparine. 

    Nadroparin = []
    Fraxiparine = []

    Only return the two Python lists with the appropriate adjectives.
    ",176
347,preferred name,3530,Necitumumab,brand name,3532,Portrazza,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Portrazza and Necitumumab. 

    Portrazza = []
    Necitumumab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Necitumumab and Portrazza. 

    Necitumumab = []
    Portrazza = []

    Only return the two Python lists with the appropriate adjectives.
    ",177
348,preferred name,3533,Nedaplatin,brand name,3536,Aqupla,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Aqupla and Nedaplatin. 

    Aqupla = []
    Nedaplatin = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Nedaplatin and Aqupla. 

    Nedaplatin = []
    Aqupla = []

    Only return the two Python lists with the appropriate adjectives.
    ",178
349,preferred name,3538,Nelarabine,brand name,3540,Arranon,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Arranon and Nelarabine. 

    Arranon = []
    Nelarabine = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Nelarabine and Arranon. 

    Nelarabine = []
    Arranon = []

    Only return the two Python lists with the appropriate adjectives.
    ",179
350,preferred name,3542,Neratinib,brand name,3544,Nerlynx,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Nerlynx and Neratinib. 

    Nerlynx = []
    Neratinib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Neratinib and Nerlynx. 

    Neratinib = []
    Nerlynx = []

    Only return the two Python lists with the appropriate adjectives.
    ",180
352,preferred name,3548,Nilotinib,brand name,3550,Tasigna,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tasigna and Nilotinib. 

    Tasigna = []
    Nilotinib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Nilotinib and Tasigna. 

    Nilotinib = []
    Tasigna = []

    Only return the two Python lists with the appropriate adjectives.
    ",181
353,preferred name,3551,Nilutamide,brand name,3552,Anandron,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Anandron and Nilutamide. 

    Anandron = []
    Nilutamide = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Nilutamide and Anandron. 

    Nilutamide = []
    Anandron = []

    Only return the two Python lists with the appropriate adjectives.
    ",182
354,preferred name,3555,Nimustine,brand name,3558,Nidran,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Nidran and Nimustine. 

    Nidran = []
    Nimustine = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Nimustine and Nidran. 

    Nimustine = []
    Nidran = []

    Only return the two Python lists with the appropriate adjectives.
    ",183
355,preferred name,3559,Nintedanib,brand name,3561,Cyendiv,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Cyendiv and Nintedanib. 

    Cyendiv = []
    Nintedanib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Nintedanib and Cyendiv. 

    Nintedanib = []
    Cyendiv = []

    Only return the two Python lists with the appropriate adjectives.
    ",184
356,preferred name,3570,Niraparib,brand name,3572,Niranib,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Niranib and Niraparib. 

    Niranib = []
    Niraparib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Niraparib and Niranib. 

    Niraparib = []
    Niranib = []

    Only return the two Python lists with the appropriate adjectives.
    ",185
357,preferred name,3574,Nivolumab,brand name,3578,Opdivo,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Opdivo and Nivolumab. 

    Opdivo = []
    Nivolumab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Nivolumab and Opdivo. 

    Nivolumab = []
    Opdivo = []

    Only return the two Python lists with the appropriate adjectives.
    ",186
359,preferred name,3581,Non-pegylated liposomal doxorubicin,brand name,3584,Myocet,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Myocet and Non-pegylated liposomal doxorubicin. 

    Myocet = []
    Non-pegylated liposomal doxorubicin = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Non-pegylated liposomal doxorubicin and Myocet. 

    Non-pegylated liposomal doxorubicin = []
    Myocet = []

    Only return the two Python lists with the appropriate adjectives.
    ",187
360,preferred name,3585,Norethandrolone,brand name,3586,Nilevar,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Nilevar and Norethandrolone. 

    Nilevar = []
    Norethandrolone = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Norethandrolone and Nilevar. 

    Norethandrolone = []
    Nilevar = []

    Only return the two Python lists with the appropriate adjectives.
    ",188
361,preferred name,3587,Obinutuzumab,brand name,3592,Gazyva,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Gazyva and Obinutuzumab. 

    Gazyva = []
    Obinutuzumab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Obinutuzumab and Gazyva. 

    Obinutuzumab = []
    Gazyva = []

    Only return the two Python lists with the appropriate adjectives.
    ",189
362,preferred name,3594,Octreotide,brand name,3599,Longastatina,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Longastatina and Octreotide. 

    Longastatina = []
    Octreotide = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Octreotide and Longastatina. 

    Octreotide = []
    Longastatina = []

    Only return the two Python lists with the appropriate adjectives.
    ",190
363,preferred name,3608,Octreotide LAR,brand name,3611,Longastatina LAR,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Longastatina LAR and Octreotide LAR. 

    Longastatina LAR = []
    Octreotide LAR = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Octreotide LAR and Longastatina LAR. 

    Octreotide LAR = []
    Longastatina LAR = []

    Only return the two Python lists with the appropriate adjectives.
    ",191
364,preferred name,3616,Ofatumumab,brand name,3618,Arzerra,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Arzerra and Ofatumumab. 

    Arzerra = []
    Ofatumumab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Ofatumumab and Arzerra. 

    Ofatumumab = []
    Arzerra = []

    Only return the two Python lists with the appropriate adjectives.
    ",192
366,preferred name,3622,Olaparib,brand name,3626,Lynparza,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Lynparza and Olaparib. 

    Lynparza = []
    Olaparib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Olaparib and Lynparza. 

    Olaparib = []
    Lynparza = []

    Only return the two Python lists with the appropriate adjectives.
    ",193
367,preferred name,3629,Olaratumab,brand name,3632,Lartruvo,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Lartruvo and Olaratumab. 

    Lartruvo = []
    Olaratumab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Olaratumab and Lartruvo. 

    Olaratumab = []
    Lartruvo = []

    Only return the two Python lists with the appropriate adjectives.
    ",194
368,preferred name,3633,Omacetaxine,brand name,3637,Omapro,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Omapro and Omacetaxine. 

    Omapro = []
    Omacetaxine = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Omacetaxine and Omapro. 

    Omacetaxine = []
    Omapro = []

    Only return the two Python lists with the appropriate adjectives.
    ",195
369,preferred name,3639,Omeprazole,brand name,3640,Prilosec,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Prilosec and Omeprazole. 

    Prilosec = []
    Omeprazole = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Omeprazole and Prilosec. 

    Omeprazole = []
    Prilosec = []

    Only return the two Python lists with the appropriate adjectives.
    ",196
375,preferred name,3747,Osimertinib,brand name,3749,Osimert,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Osimert and Osimertinib. 

    Osimert = []
    Osimertinib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Osimertinib and Osimert. 

    Osimertinib = []
    Osimert = []

    Only return the two Python lists with the appropriate adjectives.
    ",197
377,preferred name,3754,Oxaliplatin,brand name,3758,Coxatin,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Coxatin and Oxaliplatin. 

    Coxatin = []
    Oxaliplatin = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Oxaliplatin and Coxatin. 

    Oxaliplatin = []
    Coxatin = []

    Only return the two Python lists with the appropriate adjectives.
    ",198
378,preferred name,3776,Paclitaxel nanoparticle albumin-bound,brand name,3784,Abraxane,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Abraxane and Paclitaxel nanoparticle albumin-bound. 

    Abraxane = []
    Paclitaxel nanoparticle albumin-bound = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Paclitaxel nanoparticle albumin-bound and Abraxane. 

    Paclitaxel nanoparticle albumin-bound = []
    Abraxane = []

    Only return the two Python lists with the appropriate adjectives.
    ",199
379,preferred name,3785,Paclitaxel,brand name,3786,Abitaxel,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Abitaxel and Paclitaxel. 

    Abitaxel = []
    Paclitaxel = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Paclitaxel and Abitaxel. 

    Paclitaxel = []
    Abitaxel = []

    Only return the two Python lists with the appropriate adjectives.
    ",200
380,preferred name,3843,Pacritinib,brand name,3845,Vonjo,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Vonjo and Pacritinib. 

    Vonjo = []
    Pacritinib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Pacritinib and Vonjo. 

    Pacritinib = []
    Vonjo = []

    Only return the two Python lists with the appropriate adjectives.
    ",201
381,preferred name,3846,Palbociclib,brand name,3848,Ibrance,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Ibrance and Palbociclib. 

    Ibrance = []
    Palbociclib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Palbociclib and Ibrance. 

    Palbociclib = []
    Ibrance = []

    Only return the two Python lists with the appropriate adjectives.
    ",202
384,preferred name,3862,Panitumumab,brand name,3865,Vectibix,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Vectibix and Panitumumab. 

    Vectibix = []
    Panitumumab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Panitumumab and Vectibix. 

    Panitumumab = []
    Vectibix = []

    Only return the two Python lists with the appropriate adjectives.
    ",203
385,preferred name,3866,Panobinostat,brand name,3869,Faridak,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Faridak and Panobinostat. 

    Faridak = []
    Panobinostat = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Panobinostat and Faridak. 

    Panobinostat = []
    Faridak = []

    Only return the two Python lists with the appropriate adjectives.
    ",204
387,preferred name,3873,Pazopanib,brand name,3875,Pazopater,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Pazopater and Pazopanib. 

    Pazopater = []
    Pazopanib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Pazopanib and Pazopater. 

    Pazopanib = []
    Pazopater = []

    Only return the two Python lists with the appropriate adjectives.
    ",205
388,preferred name,3877,Pegaspargase,brand name,3881,Oncaspar,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Oncaspar and Pegaspargase. 

    Oncaspar = []
    Pegaspargase = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Pegaspargase and Oncaspar. 

    Pegaspargase = []
    Oncaspar = []

    Only return the two Python lists with the appropriate adjectives.
    ",206
391,preferred name,3891,Peginterferon alfa-2a,brand name,3892,Pegasys,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Pegasys and Peginterferon alfa-2a. 

    Pegasys = []
    Peginterferon alfa-2a = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Peginterferon alfa-2a and Pegasys. 

    Peginterferon alfa-2a = []
    Pegasys = []

    Only return the two Python lists with the appropriate adjectives.
    ",207
392,preferred name,3893,Peginterferon alfa-2b,brand name,3899,PEG-Intron,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs PEG-Intron and Peginterferon alfa-2b. 

    PEG-Intron = []
    Peginterferon alfa-2b = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Peginterferon alfa-2b and PEG-Intron. 

    Peginterferon alfa-2b = []
    PEG-Intron = []

    Only return the two Python lists with the appropriate adjectives.
    ",208
393,preferred name,3903,Pegylated liposomal doxorubicin,brand name,3906,Caelyx,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Caelyx and Pegylated liposomal doxorubicin. 

    Caelyx = []
    Pegylated liposomal doxorubicin = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Pegylated liposomal doxorubicin and Caelyx. 

    Pegylated liposomal doxorubicin = []
    Caelyx = []

    Only return the two Python lists with the appropriate adjectives.
    ",209
