Question,Model,Response
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Darzalex and Daratumumab. 

    Darzalex = []
    Daratumumab = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Darzalex': '[""safe"", ""effective"", ""has side effects""]', 'Daratumumab': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Nubeqa and Darolutamide. 

    Nubeqa = []
    Darolutamide = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Nubeqa': '[""safe"", ""effective"", ""has side effects""]', 'Darolutamide': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Sprycel and Dasatinib. 

    Sprycel = []
    Dasatinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Sprycel': '[""effective"", ""has side effects""]', 'Dasatinib': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Cerubidin and Daunorubicin. 

    Cerubidin = []
    Daunorubicin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Cerubidin': '[""effective"", ""has side effects""]', 'Daunorubicin': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs DaunoXome and Daunorubicin liposomal. 

    DaunoXome = []
    Daunorubicin liposomal = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'DaunoXome': '[""safe"", ""effective"", ""has side effects""]', 'liposomal': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Dacogen and Decitabine. 

    Dacogen = []
    Decitabine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Dacogen': '[""effective"", ""has side effects""]', 'Decitabine': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Firmagon and Degarelix. 

    Firmagon = []
    Degarelix = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Firmagon': '[""safe"", ""effective"", ""has side effects""]', 'Degarelix': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Ontak and Denileukin diftitox. 

    Ontak = []
    Denileukin diftitox = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Ontak': '[""effective"", ""has side effects""]', 'diftitox': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Prolia and Denosumab. 

    Prolia = []
    Denosumab = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Prolia': '[""safe"", ""effective"", ""has side effects""]', 'Denosumab': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Aacidexam and Dexamethasone. 

    Aacidexam = []
    Dexamethasone = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Aacidexam': '[""unsafe"", ""ineffective""]', 'Dexamethasone': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Cardioxane and Dexrazoxane. 

    Cardioxane = []
    Dexrazoxane = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Cardioxane': '[""safe"", ""effective"", ""has side effects""]', 'Dexrazoxane': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Desplex and Diethylstilbestrol. 

    Desplex = []
    Diethylstilbestrol = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Desplex': '[""safe"", ""effective"", ""side effect free""]', 'Diethylstilbestrol': '[""unsafe"", ""ineffective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Unituxin and Dinutuximab. 

    Unituxin = []
    Dinutuximab = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Unituxin': '[""effective"", ""has side effects""]', 'Dinutuximab': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Asodocel and Docetaxel. 

    Asodocel = []
    Docetaxel = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Asodocel': '[""safe"", ""effective"", ""side effect free""]', 'Docetaxel': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Didox and Doxifluridine. 

    Didox = []
    Doxifluridine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Didox': '[""safe"", ""effective"", ""has side effects""]', 'Doxifluridine': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Adriablastina and Doxorubicin. 

    Adriablastina = []
    Doxorubicin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Adriablastina': '[""effective"", ""has side effects""]', 'Doxorubicin': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Imfinzi and Durvalumab. 

    Imfinzi = []
    Durvalumab = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Imfinzi': '[""safe"", ""effective"", ""has side effects""]', 'Durvalumab': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Avodart and Dutasteride. 

    Avodart = []
    Dutasteride = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Avodart': '[""safe"", ""effective"", ""has side effects""]', 'Dutasteride': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Copiktra and Duvelisib. 

    Copiktra = []
    Duvelisib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Copiktra': '[""effective"", ""has side effects""]', 'Duvelisib': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Panorex and Edrecolomab. 

    Panorex = []
    Edrecolomab = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Panorex': '[""unsafe"", ""ineffective"", ""has side effects""]', 'Edrecolomab': '[""ineffective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Empliciti and Elotuzumab. 

    Empliciti = []
    Elotuzumab = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Empliciti': '[""safe"", ""effective"", ""has side effects""]', 'Elotuzumab': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Idhifa and Enasidenib. 

    Idhifa = []
    Enasidenib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Idhifa': '[""effective"", ""has side effects""]', 'Enasidenib': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Braftovi and Encorafenib. 

    Braftovi = []
    Encorafenib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Braftovi': '[""safe"", ""effective"", ""has side effects""]', 'Encorafenib': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Rozlytrek and Entrectinib. 

    Rozlytrek = []
    Entrectinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Rozlytrek': '[""safe"", ""effective"", ""has side effects""]', 'Entrectinib': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Azel and Enzalutamide. 

    Azel = []
    Enzalutamide = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Azel': '[""unsafe"", ""ineffective"", ""has side effects""]', 'Enzalutamide': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Alrubicin and Epirubicin. 

    Alrubicin = []
    Epirubicin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Alrubicin': '[""unsafe"", ""ineffective""]', 'Epirubicin': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Balversa and Erdafitinib. 

    Balversa = []
    Erdafitinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Balversa': '[""effective"", ""has side effects""]', 'Erdafitinib': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Brutravon and Eribulin. 

    Brutravon = []
    Eribulin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Brutravon': '[""unsafe"", ""ineffective"", ""has side effects""]', 'Eribulin': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Erlocip and Erlotinib. 

    Erlocip = []
    Erlotinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Erlocip': '[""safe"", ""effective"", ""has side effects""]', 'Erlotinib': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Emcyt and Estramustine. 

    Emcyt = []
    Estramustine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Emcyt': '[""effective"", ""has side effects""]', 'Estramustine': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Aside and Etoposide. 

    Aside = []
    Etoposide = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Aside': '[""unsafe"", ""ineffective""]', 'Etoposide': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Advacan and Everolimus. 

    Advacan = []
    Everolimus = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Advacan': '[""unsafe"", ""ineffective""]', 'Everolimus': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Aromadex and Exemestane. 

    Aromadex = []
    Exemestane = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Aromadex': '[""unsafe"", ""ineffective""]', 'Exemestane': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs FUDR and Floxuridine. 

    FUDR = []
    Floxuridine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'FUDR': '[""effective"", ""has side effects""]', 'Floxuridine': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Beneflur and Fludarabine. 

    Beneflur = []
    Fludarabine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Beneflur': '[""unsafe"", ""ineffective"", ""has side effects""]', 'Fludarabine': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Accusite and Fluorouracil. 

    Accusite = []
    Fluorouracil = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Accusite': '[""safe"", ""effective"", ""side effect free""]', 'Fluorouracil': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Halotestin and Fluoxymesterone. 

    Halotestin = []
    Fluoxymesterone = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Halotestin': '[""unsafe"", ""effective"", ""has side effects""]', 'Fluoxymesterone': '[""unsafe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Cytomid and Flutamide. 

    Cytomid = []
    Flutamide = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Cytomid': '[""safe"", ""effective"", ""side effect free""]', 'Flutamide': '[""unsafe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Antrex and Folinic acid. 

    Antrex = []
    Folinic acid = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Antrex': '[""unsafe"", ""ineffective"", ""has side effects""]', 'acid': '[""safe"", ""effective"", ""side effect free""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Lentaron and Formestane. 

    Lentaron = []
    Formestane = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Lentaron': '[""effective"", ""has side effects""]', 'Formestane': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Fodosine and Forodesine. 

    Fodosine = []
    Forodesine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Fodosine': '[""unsafe"", ""ineffective"", ""has side effects""]', 'Forodesine': '[""safe"", ""effective"", ""side effect free""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tavalisse and Fostamatinib. 

    Tavalisse = []
    Fostamatinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Tavalisse': '[""effective"", ""has side effects""]', 'Fostamatinib': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Muphoran and Fotemustine. 

    Muphoran = []
    Fotemustine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Muphoran': '[""safe"", ""effective"", ""has side effects""]', 'Fotemustine': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Faslodex and Fulvestrant. 

    Faslodex = []
    Fulvestrant = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Faslodex': '[""safe"", ""effective"", ""has side effects""]', 'Fulvestrant': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Cangib and Gefitinib. 

    Cangib = []
    Gefitinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Cangib': '[""unsafe"", ""ineffective"", ""has side effects""]', 'Gefitinib': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Gemcite and Gemcitabine. 

    Gemcite = []
    Gemcitabine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Gemcite': '[""unsafe"", ""ineffective""]', 'Gemcitabine': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Mylotarg and Gemtuzumab ozogamicin. 

    Mylotarg = []
    Gemtuzumab ozogamicin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Mylotarg': '[""effective"", ""has side effects""]', 'ozogamicin': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Xospata and Gilteritinib. 

    Xospata = []
    Gilteritinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Xospata': '[""effective"", ""has side effects""]', 'Gilteritinib': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Daurismo and Glasdegib. 

    Daurismo = []
    Glasdegib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Daurismo': '[""effective"", ""has side effects""]', 'Glasdegib': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Novgos and Goserelin. 

    Novgos = []
    Goserelin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Novgos': '[""unsafe"", ""ineffective"", ""has side effects""]', 'Goserelin': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Supprelin and Histrelin. 

    Supprelin = []
    Histrelin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Supprelin': '[""safe"", ""effective"", ""has side effects""]', 'Histrelin': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Cortef and Hydrocortisone. 

    Cortef = []
    Hydrocortisone = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Cortef': '[""safe"", ""effective"", ""has side effects""]', 'Hydrocortisone': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Biosupressin and Hydroxyurea. 

    Biosupressin = []
    Hydroxyurea = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Biosupressin': '[""unsafe"", ""ineffective"", ""has side effects""]', 'Hydroxyurea': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Zevalin and Ibritumomab tiuxetan. 

    Zevalin = []
    Ibritumomab tiuxetan = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Zevalin': '[""effective"", ""has side effects""]', 'tiuxetan': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Ibrunib and Ibrutinib. 

    Ibrunib = []
    Ibrutinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Ibrunib': '[""unsafe"", ""ineffective""]', 'Ibrutinib': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Conmana and Icotinib. 

    Conmana = []
    Icotinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Conmana': '[""safe"", ""effective"", ""has side effects""]', 'Icotinib': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Idamycin and Idarubicin. 

    Idamycin = []
    Idarubicin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Idamycin': '[""effective"", ""has side effects""]', 'Idarubicin': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Zydelig and Idelalisib. 

    Zydelig = []
    Idelalisib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Zydelig': '[""effective"", ""has side effects"", ""unsafe""]', 'Idelalisib': '[""effective"", ""has side effects"", ""unsafe""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Alquimid and Ifosfamide. 

    Alquimid = []
    Ifosfamide = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Alquimid': '[""unsafe"", ""ineffective""]', 'Ifosfamide': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Enliven and Imatinib. 

    Enliven = []
    Imatinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Enliven': '[""unsafe"", ""ineffective"", ""has side effects""]', 'Imatinib': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Truseltiq and Infigratinib. 

    Truseltiq = []
    Infigratinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Truseltiq': '[""effective"", ""has side effects""]', 'Infigratinib': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Besponsa and Inotuzumab ozogamicin. 

    Besponsa = []
    Inotuzumab ozogamicin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Besponsa': '[""effective"", ""has side effects""]', 'ozogamicin': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Laroferon and Interferon alfa-2a. 

    Laroferon = []
    Interferon alfa-2a = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Laroferon': '[""safe"", ""effective"", ""has side effects""]', '2a': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Advaferon and Interferon alfa-2b. 

    Advaferon = []
    Interferon alfa-2b = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Advaferon': '[""safe"", ""effective"", ""side effect free""]', '2b': '[""effective"", ""has side effects""]'}"
