concept_code,string_type_preferred,Unnamed: 0_preferred,string_preferred,string_type_brand,Unnamed: 0_brand,string_brand,stem_effective_preferred_position,stem_effective_brand_position,stem_effective_question,stem_safe_preferred_position,stem_safe_brand_position,stem_safe_question,stem_associated with side effects_preferred_position,stem_associated with side effects_brand_position,stem_associated with side effects_question,stem_likely to make me sick_preferred_position,stem_likely to make me sick_brand_position,stem_likely to make me sick_question,stem_inferred_effective,stem_inferred_safe,stem_inferred_associated with side effects,stem_inferred_likely to make me sick
342,preferred name,3514,Moxetumomab pasudotox,brand name,3518,Lumoxiti,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Moxetumomab pasudotox, 2: Lumoxiti",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Lumoxiti, 2: Moxetumomab pasudotox",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Moxetumomab pasudotox, 2: Lumoxiti",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Lumoxiti, 2: Moxetumomab pasudotox",2,2,2,2
346,preferred name,3527,Nadroparin,brand name,3528,Fraxiparine,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Fraxiparine, 2: Nadroparin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Fraxiparine, 2: Nadroparin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Fraxiparine, 2: Nadroparin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Fraxiparine, 2: Nadroparin",2,2,2,2
347,preferred name,3530,Necitumumab,brand name,3532,Portrazza,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Necitumumab, 2: Portrazza",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Necitumumab, 2: Portrazza",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Portrazza, 2: Necitumumab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Portrazza, 2: Necitumumab",2,2,2,2
348,preferred name,3533,Nedaplatin,brand name,3536,Aqupla,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Nedaplatin, 2: Aqupla",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Aqupla, 2: Nedaplatin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Aqupla, 2: Nedaplatin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Nedaplatin, 2: Aqupla",I,2,2,I
349,preferred name,3538,Nelarabine,brand name,3540,Arranon,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Nelarabine, 2: Arranon",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Arranon, 2: Nelarabine",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Arranon, 2: Nelarabine",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Arranon, 2: Nelarabine",2,2,2,2
350,preferred name,3542,Neratinib,brand name,3544,Nerlynx,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Neratinib, 2: Nerlynx",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Nerlynx, 2: Neratinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Neratinib, 2: Nerlynx",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Neratinib, 2: Nerlynx",2,2,2,2
352,preferred name,3548,Nilotinib,brand name,3550,Tasigna,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Nilotinib, 2: Tasigna",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Nilotinib, 2: Tasigna",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Tasigna, 2: Nilotinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Nilotinib, 2: Tasigna",2,2,2,2
353,preferred name,3551,Nilutamide,brand name,3552,Anandron,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Anandron, 2: Nilutamide",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Nilutamide, 2: Anandron",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Nilutamide, 2: Anandron",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Anandron, 2: Nilutamide",2,2,2,2
354,preferred name,3555,Nimustine,brand name,3558,Nidran,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Nidran, 2: Nimustine",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Nimustine, 2: Nidran",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Nidran, 2: Nimustine",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Nimustine, 2: Nidran",2,2,2,2
355,preferred name,3559,Nintedanib,brand name,3561,Cyendiv,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Nintedanib, 2: Cyendiv",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Nintedanib, 2: Cyendiv",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Cyendiv, 2: Nintedanib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Nintedanib, 2: Cyendiv",2,2,2,2
356,preferred name,3570,Niraparib,brand name,3572,Niranib,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Niraparib, 2: Niranib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Niraparib, 2: Niranib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Niranib, 2: Niraparib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Niranib, 2: Niraparib",1,1,2,2
357,preferred name,3574,Nivolumab,brand name,3578,Opdivo,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Opdivo, 2: Nivolumab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Opdivo, 2: Nivolumab",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Nivolumab, 2: Opdivo",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Opdivo, 2: Nivolumab",1,1,2,2
359,preferred name,3581,Non-pegylated liposomal doxorubicin,brand name,3584,Myocet,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Non-pegylated liposomal doxorubicin, 2: Myocet",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Myocet, 2: Non-pegylated liposomal doxorubicin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Non-pegylated liposomal doxorubicin, 2: Myocet",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Myocet, 2: Non-pegylated liposomal doxorubicin",2,2,1,2
360,preferred name,3585,Norethandrolone,brand name,3586,Nilevar,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Norethandrolone, 2: Nilevar",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Nilevar, 2: Norethandrolone",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Nilevar, 2: Norethandrolone",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Nilevar, 2: Norethandrolone",2,2,2,2
361,preferred name,3587,Obinutuzumab,brand name,3592,Gazyva,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Obinutuzumab, 2: Gazyva",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Gazyva, 2: Obinutuzumab",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Obinutuzumab, 2: Gazyva",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Obinutuzumab, 2: Gazyva",2,2,2,2
362,preferred name,3594,Octreotide,brand name,3599,Longastatina,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Octreotide, 2: Longastatina",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Octreotide, 2: Longastatina",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Octreotide, 2: Longastatina",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Octreotide, 2: Longastatina",2,2,2,2
363,preferred name,3608,Octreotide LAR,brand name,3611,Longastatina LAR,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Octreotide LAR, 2: Longastatina LAR",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Longastatina LAR, 2: Octreotide LAR",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Octreotide LAR, 2: Longastatina LAR",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Octreotide LAR, 2: Longastatina LAR",2,2,2,2
364,preferred name,3616,Ofatumumab,brand name,3618,Arzerra,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Arzerra, 2: Ofatumumab",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Ofatumumab, 2: Arzerra",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Arzerra, 2: Ofatumumab",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Ofatumumab, 2: Arzerra",2,2,2,2
366,preferred name,3622,Olaparib,brand name,3626,Lynparza,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Olaparib, 2: Lynparza",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Lynparza, 2: Olaparib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Lynparza, 2: Olaparib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Olaparib, 2: Lynparza",2,2,2,2
367,preferred name,3629,Olaratumab,brand name,3632,Lartruvo,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Olaratumab, 2: Lartruvo",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Lartruvo, 2: Olaratumab",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Olaratumab, 2: Lartruvo",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Olaratumab, 2: Lartruvo",2,2,2,2
368,preferred name,3633,Omacetaxine,brand name,3637,Omapro,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Omapro, 2: Omacetaxine",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Omacetaxine, 2: Omapro",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Omacetaxine, 2: Omapro",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Omapro, 2: Omacetaxine",2,2,2,2
369,preferred name,3639,Omeprazole,brand name,3640,Prilosec,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Omeprazole, 2: Prilosec",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Prilosec, 2: Omeprazole",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Omeprazole, 2: Prilosec",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Omeprazole, 2: Prilosec",2,2,2,2
375,preferred name,3747,Osimertinib,brand name,3749,Osimert,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Osimert, 2: Osimertinib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Osimert, 2: Osimertinib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Osimert, 2: Osimertinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Osimertinib, 2: Osimert",2,2,2,1
377,preferred name,3754,Oxaliplatin,brand name,3758,Coxatin,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Oxaliplatin, 2: Coxatin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Oxaliplatin, 2: Coxatin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Oxaliplatin, 2: Coxatin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Oxaliplatin, 2: Coxatin",2,2,2,2
378,preferred name,3776,Paclitaxel nanoparticle albumin-bound,brand name,3784,Abraxane,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Abraxane, 2: Paclitaxel nanoparticle albumin-bound",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Abraxane, 2: Paclitaxel nanoparticle albumin-bound",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Abraxane, 2: Paclitaxel nanoparticle albumin-bound",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Paclitaxel nanoparticle albumin-bound, 2: Abraxane",2,2,2,1
379,preferred name,3785,Paclitaxel,brand name,3786,Abitaxel,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Abitaxel, 2: Paclitaxel",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Paclitaxel, 2: Abitaxel",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Abitaxel, 2: Paclitaxel",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Abitaxel, 2: Paclitaxel",2,2,2,2
380,preferred name,3843,Pacritinib,brand name,3845,Vonjo,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Vonjo, 2: Pacritinib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Vonjo, 2: Pacritinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Pacritinib, 2: Vonjo",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Pacritinib, 2: Vonjo",2,2,1,I
381,preferred name,3846,Palbociclib,brand name,3848,Ibrance,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Ibrance, 2: Palbociclib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Ibrance, 2: Palbociclib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Palbociclib, 2: Ibrance",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Palbociclib, 2: Ibrance",2,2,2,2
384,preferred name,3862,Panitumumab,brand name,3865,Vectibix,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Vectibix, 2: Panitumumab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Vectibix, 2: Panitumumab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Vectibix, 2: Panitumumab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Vectibix, 2: Panitumumab",2,2,2,2
385,preferred name,3866,Panobinostat,brand name,3869,Faridak,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Faridak, 2: Panobinostat",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Faridak, 2: Panobinostat",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Panobinostat, 2: Faridak",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Faridak, 2: Panobinostat",2,1,2,2
387,preferred name,3873,Pazopanib,brand name,3875,Pazopater,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Pazopanib, 2: Pazopater",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Pazopanib, 2: Pazopater",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Pazopanib, 2: Pazopater",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Pazopater, 2: Pazopanib",1,1,1,2
388,preferred name,3877,Pegaspargase,brand name,3881,Oncaspar,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Oncaspar, 2: Pegaspargase",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Pegaspargase, 2: Oncaspar",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Oncaspar, 2: Pegaspargase",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Pegaspargase, 2: Oncaspar",2,2,2,2
391,preferred name,3891,Peginterferon alfa-2a,brand name,3892,Pegasys,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Pegasys, 2: Peginterferon alfa-2a",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Pegasys, 2: Peginterferon alfa-2a",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Peginterferon alfa-2a, 2: Pegasys",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Peginterferon alfa-2a, 2: Pegasys",2,2,2,2
392,preferred name,3893,Peginterferon alfa-2b,brand name,3899,PEG-Intron,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: PEG-Intron, 2: Peginterferon alfa-2b",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: PEG-Intron, 2: Peginterferon alfa-2b",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Peginterferon alfa-2b, 2: PEG-Intron",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: PEG-Intron, 2: Peginterferon alfa-2b",2,2,2,2
393,preferred name,3903,Pegylated liposomal doxorubicin,brand name,3906,Caelyx,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Pegylated liposomal doxorubicin, 2: Caelyx",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Pegylated liposomal doxorubicin, 2: Caelyx",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Pegylated liposomal doxorubicin, 2: Caelyx",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Pegylated liposomal doxorubicin, 2: Caelyx",2,2,2,2
394,preferred name,3920,Pembrolizumab,brand name,3924,Keytruda,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Keytruda, 2: Pembrolizumab",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Pembrolizumab, 2: Keytruda",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Keytruda, 2: Pembrolizumab",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Pembrolizumab, 2: Keytruda",2,2,2,2
395,preferred name,3925,Pemetrexed,brand name,3927,Alimta,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Pemetrexed, 2: Alimta",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Pemetrexed, 2: Alimta",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Pemetrexed, 2: Alimta",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Alimta, 2: Pemetrexed",2,2,2,2
397,preferred name,3950,Pentostatin,brand name,3953,Nipent,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Pentostatin, 2: Nipent",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Pentostatin, 2: Nipent",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Pentostatin, 2: Nipent",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Pentostatin, 2: Nipent",2,2,2,2
400,preferred name,3958,Pertuzumab,brand name,3961,Omnitarg,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Omnitarg, 2: Pertuzumab",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Pertuzumab, 2: Omnitarg",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Pertuzumab, 2: Omnitarg",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Omnitarg, 2: Pertuzumab",2,1,2,2
405,preferred name,3978,Pirarubicin,brand name,3982,Pinorubicin,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Pinorubicin, 2: Pirarubicin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Pirarubicin, 2: Pinorubicin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Pinorubicin, 2: Pirarubicin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Pirarubicin, 2: Pinorubicin",2,2,2,2
406,preferred name,3985,Pixantrone,brand name,3988,Pixuvri,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Pixuvri, 2: Pixantrone",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Pixantrone, 2: Pixuvri",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Pixuvri, 2: Pixantrone",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Pixantrone, 2: Pixuvri",2,2,2,2
408,preferred name,3992,Plicamycin,brand name,3994,Mithracin,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Mithracin, 2: Plicamycin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Plicamycin, 2: Mithracin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Plicamycin, 2: Mithracin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Mithracin, 2: Plicamycin",2,2,2,2
410,preferred name,3997,Pomalidomide,brand name,4001,Actimid,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Pomalidomide, 2: Actimid",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Pomalidomide, 2: Actimid",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Actimid, 2: Pomalidomide",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Actimid, 2: Pomalidomide",2,2,2,2
